|H010|3026|UN|17,000|0,802941|13,65|0|||1.1.2.12.001|13,65|
|H010|3049|UN|2,000|19,055000|38,11|0|||1.1.2.12.001|38,11|
|H010|3063|UN|5,000|1,034000|5,17|0|||1.1.2.12.001|7,12|
|H010|3077|UN|9,000|1,430000|12,87|0|||1.1.2.12.001|12,85|
|H010|3097|UN|2,000|13,965000|27,93|0|||1.1.2.12.001|27,93|
|H010|3115|UN|3,000|8,310000|24,93|0|||1.1.2.12.001|24,93|
|H010|3121|PC|34,000|3,005882|102,20|0|||1.1.2.12.001|102,20|
|H010|3126|UN|1,000|13,960000|13,96|0|||1.1.2.12.001|14,88|
|H010|3144|KG|0,900|11,644444|10,48|0|||1.1.2.12.001|10,48|
|H010|3147|UN|1,000|7,190000|7,19|0|||1.1.2.12.001|7,37|
|H010|3150|UN|3,000|14,390000|43,17|0|||1.1.2.12.001|43,17|
|H010|3161|UN|11,000|0,456364|5,02|0|||1.1.2.12.001|5,02|
|H010|3187|UN|43,000|2,293953|98,64|0|||1.1.2.12.001|98,64|
|H010|3188|UN|14,000|1,407143|19,70|0|||1.1.2.12.001|19,70|
|H010|3189|UN|14,000|1,407143|19,70|0|||1.1.2.12.001|19,70|
|H010|3190|UN|3,000|1,406667|4,22|0|||1.1.2.12.001|4,22|
|H010|3191|UN|7,000|1,407143|9,85|0|||1.1.2.12.001|9,84|
|H010|3195|UN|25,000|0,319200|7,98|0|||1.1.2.12.001|10,75|
|H010|3198|UN|1,000|22,670000|22,67|0|||1.1.2.12.001|22,66|
|H010|3212|PC|17,000|3,608235|61,34|0|||1.1.2.12.001|61,68|
|H010|3221|UN|3,000|19,386667|58,16|0|||1.1.2.12.001|58,15|
|H010|3231|UN|11,000|2,830000|31,13|0|||1.1.2.12.001|31,13|
|H010|3242|UN|147,000|3,125034|459,38|0|||1.1.2.12.001|466,58|
|H010|3248|UN|9,000|1,310000|11,79|0|||1.1.2.12.001|11,78|
|H010|3265|UN|207,000|0,741981|153,59|0|||1.1.2.12.001|151,11|
|H010|3282|UN|4,000|11,865000|47,46|0|||1.1.2.12.001|42,59|
|H010|3294|UN|10,000|3,219000|32,19|0|||1.1.2.12.001|32,45|
|H010|3298|UN|1,000|11,930000|11,93|0|||1.1.2.12.001|10,65|
|H010|3306|UN|2,000|11,865000|23,73|0|||1.1.2.12.001|21,29|
|H010|3310|UN|195,000|3,430000|668,85|0|||1.1.2.12.001|669,63|
|H010|3311|UN|4,000|6,230000|24,92|0|||1.1.2.12.001|23,95|
|H010|3316|PC|23,000|2,583913|59,43|0|||1.1.2.12.001|59,43|
|H010|3321|UN|6,000|2,860000|17,16|0|||1.1.2.12.001|17,15|
|H010|3328|UN|7,000|8,558571|59,91|0|||1.1.2.12.001|59,70|
|H010|3330|UN|2,000|5,290000|10,58|0|||1.1.2.12.001|10,58|
|H010|3348|UN|2,000|5,175000|10,35|0|||1.1.2.12.001|10,35|
|H010|3351|UN|1,000|5,050000|5,05|0|||1.1.2.12.001|5,03|
|H010|3360|UN|9,000|1,913333|17,22|0|||1.1.2.12.001|17,22|
|H010|3363|UN|20,000|1,308000|26,16|0|||1.1.2.12.001|26,16|
|H010|3370|UN|3,000|2,613333|7,84|0|||1.1.2.12.001|9,41|
|H010|3375|UN|1,000|5,060000|5,06|0|||1.1.2.12.001|5,03|
|H010|3380|UN|2,000|2,615000|5,23|0|||1.1.2.12.001|6,28|
|H010|3385|UN|4,000|8,077500|32,31|0|||1.1.2.12.001|32,00|
|H010|3392|UN|1,000|5,750000|5,75|0|||1.1.2.12.001|5,34|
|H010|3399|UN|5,000|2,560000|12,80|0|||1.1.2.12.001|12,80|
|H010|3400|UN|5,000|2,614000|13,07|0|||1.1.2.12.001|15,69|
|H010|3405|UN|4,000|7,135000|28,54|0|||1.1.2.12.001|28,54|
|H010|3411|UN|27,000|1,425926|38,50|0|||1.1.2.12.001|38,96|
|H010|3415|UN|7,000|3,927143|27,49|0|||1.1.2.12.001|27,36|
|H010|3419|UN|14,000|1,505000|21,07|0|||1.1.2.12.001|20,99|
|H010|3420|UN|1,000|2,050000|2,05|0|||1.1.2.12.001|2,05|
|H010|3425|UN|11,000|1,803636|19,84|0|||1.1.2.12.001|20,38|
|H010|3434|UN|25,000|1,251200|31,28|0|||1.1.2.12.001|31,28|
|H010|3441|UN|4,000|5,410000|21,64|0|||1.1.2.12.001|21,64|
